PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34
-13.311473893132,9.45112493400365,-3.34146552243488,2.60249084298346,-1.42622313507928,0.37920108237481,-6.2367623631338,0.710475705556955,-3.01843457358595,1.42396760077007,2.08569752185977,-5.46026345087341,2.14881551173045,0.243208793377711,-5.98010903514508,-0.601025610443057,-1.83079251041397,-0.0346967425429146,0.543265736508186,1.89526837661868,0.377877172734207,1.02099103090765,1.41419620796121,-4.01598697450998,-1.43132141103295,-1.74789116512982,1.68048305616392,0.954743323680551,3.04863403807019,-3.31156710359869,-0.814860093890528,-0.474193516508752,0.299807886014322,4.0835390624494e-15
-13.0253009740835,4.94877236831226,-2.23263956257755,2.02739616867272,-3.06396130275846,0.340299624012288,-9.04773026711398,-0.853976369169287,-1.37897662877113,-2.43313958506765,0.673326673285652,-0.449805818089167,-0.783928191428759,1.5396060197512,-1.72724996115939,1.05754909242708,4.23381669284772,0.144972942052736,-2.27424101954072,-2.91793791647592,-1.33160340512641,-0.387973149900541,-3.21965081312745,5.31461756670767,-0.379028662187603,0.131685330207858,-1.38960266187159,3.27492409676208,-1.56339934207379,-0.236819870136915,-1.17300377773479,-1.1230537262757,-1.80300866818981,2.61249355482107e-15
-13.0309329801504,6.01164397006775,-3.13117916495296,1.64029746280525,-4.63722613294725,-3.77484358886249,-6.24963055866551,-0.441945741871991,3.91517002512256,1.51855798669737,0.134671125188808,0.106920849992086,0.977887182244564,0.358026800110198,0.0861351233035745,0.651027600218973,-0.888483120474349,1.61174422272087,-0.962143532717974,-2.18869507349976,0.308916458668144,1.32341746261472,0.00385991740334868,1.67638128388085,1.47592838390276,-1.05880212834662,1.51793821941216,-3.50137654424651,-0.116423587204784,2.24548882780846,3.03075466898822,3.71948744496375,3.25083985100787,4.2708891978549e-15
-12.9390900164259,4.98211803228123,0.927605048302896,2.9253898410511,-8.62484905883084,-6.25334264998433,-1.35098858413348,-4.5624710994155,5.53144658450559,-0.842666622411783,-2.06885743902135,0.902067466597757,-3.30257630106594,-0.0688737571887458,2.48369057711248,3.03863410663994,-3.06772546848878,-0.325244524440151,-0.442452425220705,3.74576709630988,-1.38742306998003,0.450844204952863,0.251342270627926,-3.33502122284876,0.986397310292737,4.10876053258474,-1.07807179420771,0.240806232732817,-1.0068317117633,-0.0456249440069067,-0.033304261555762,-1.63711508399088,-1.64405279902212,-4.59051199830363e-16
-16.1364854927059,0.51976823791158,-9.08306191456613,4.34883710197073,-1.30184081255474,1.52847913820114,4.1787510889353,3.05192223393683,-5.8655292040203,-6.5219536303961,0.301619612779359,3.49161054622508,2.799885448144,0.868366619068867,3.56273689503305,1.68526091342984,-1.9156966591865,3.50285618709389,1.3722170527461,3.56661088721307,1.81229857921487,-0.395603187996795,-0.366571459221657,0.660479678289845,1.63827521969758,-0.568607991091246,2.06240938912067,2.68976102200643,0.409946127839703,1.64501357169224,-1.76294156603378,1.33868021790495,0.466118704689959,3.77996245415346e-15
-11.7198214804683,6.59991924034303,-5.1862948266878,0.164278376069781,-1.4114519351466,-0.575562330968291,2.70008546315111,2.41019834345353,-0.906409355364607,1.39857019873119,1.15592924510939,-1.75598638215492,6.68267507954265,0.441171400657825,2.74484210139488,-4.09807272017958,-0.290974043480419,-1.51682771223025,1.48225475945271,-4.91588615305014,4.94586083977891,-0.643856626578843,-0.039208730421443,-1.71048553560504,-2.03240664438653,2.89708939780215,-1.27375104816784,-0.984710959670123,-2.46974905036884,0.154732745876824,1.21500835277265,-0.854853599315232,-1.66975961264754,3.92394450265954e-15
-13.6009884749281,13.5580131357225,-3.40989586729728,-1.21514920160675,3.37856805782025,-0.0359672385910755,4.11857237812965,3.48834734978941,-5.01638881364315,-0.735204931097944,-2.50581222067,-1.74673820368972,-0.85863596352708,-1.0700484287635,-0.48286421321394,0.540039975684686,1.10425492250276,-2.96565133758112,-0.202295176970354,1.21379963703629,-4.9024777389328,-3.33989943611959,1.93633500459513,0.979180011630216,2.04568729716916,-0.422505739184508,-4.23049218331777,-2.33294397294899,1.80821837731601,1.07543986750844,1.99547487522475,-0.451558896646492,-0.183431130325082,4.53803661315533e-15
-12.8877794775936,13.5479495788573,-2.52742291450389,-1.74034148761572,5.48941645523821,4.27196595035496,5.99369842542324,-7.20227602481428,6.23896958274547,2.8652514961866,-0.25066157670528,4.83224126672932,-1.94335442043364,6.45631686784159,-1.60715638816076,-2.26510450770796,-0.194360662153805,0.331123098829192,-0.11150272273073,-0.722056974956362,0.692712927253951,-0.982238001652013,1.34166140159028,0.592278938271379,0.599041023645914,-2.54447097449196,0.741255733004103,0.582978295764463,-0.322860654165717,-1.17366951815289,-1.02681360736239,0.327723204644465,-0.670355319671304,-4.19109191795997e-15
-12.3794528657724,8.70211790786042,-2.31025686876425,-4.99838687414951,2.19201706500497,-1.50026694381524,7.54872655333168,0.951487455495522,-1.45553056573237,2.52596522721609,0.858847218880663,-1.96953727589684,-5.00926577623758,-5.76171767485535,0.385676591618488,3.27578920660271,2.2138518667164,-0.211682467510159,-1.28015114711264,-0.251409915703103,0.813522254399997,3.51002758257025,-1.9767293598771,1.29858357608418,-2.88452606095087,1.0594792348276,2.57185223871065,-0.807331170413108,-1.44787946497688,-1.21243403716304,-1.26024879706053,-0.865164351840254,2.08380363695146,1.75554015768853e-15
-7.89175320840067,-13.80997685957,1.19705937994024,2.45186281161061,-1.13388277963092,-0.899268278390861,0.617213148739305,-4.67506034686183,-0.585800031614871,5.75424984507915,-0.261763498189396,-0.0983837766464795,3.10164967891412,-1.66060613045946,0.511481550052122,2.23828282750473,7.9286276224661,5.00793965952745,-0.103516154239575,1.88662680661945,1.6011235044622,-3.00156879483489,2.70714538902632,-1.05230226582901,0.385466235639482,-0.179214243439636,-1.02264516084861,-0.624523744275911,0.320328988910671,-0.418286257136391,0.00438085119477074,-0.695123282613244,0.576938873640503,9.43689570931383e-16
